,name,status,mass,targets
DB05968,PR-104,investigational,579.27,1
DB05969,SNS-032,investigational,380.53,2
DB05971,Archexin,investigational,-1.0,1
DB05973,Inosine 5'-sulfate,investigational,348.29,0
DB05974,Transcrocetinate,investigational,328.408,0
DB05983,Bardoxolone methyl,investigational,505.699,1
DB05984,RAF-265,investigational,518.423,2
DB05990,Obeticholic acid,approved,420.6252,1
DB05992,Plinabulin,investigational,336.395,1
DB05993,PRX-07034,investigational,490.44,1
DB05996,Glembatumumab vedotin,investigational,-1.0,1
DB06005,Adomiparin,investigational,-1.0,0
DB06011,AMG-222,investigational,597.724,1
DB06013,Aldoxorubicin,investigational,750.758,1
DB06014,Eteplirsen,approved;investigational,-1.0,1
DB06016,Cariprazine,approved;investigational,427.41,6
DB06021,AV-412,investigational,851.41,2
DB06022,GlycoPEG-GCSF,investigational,-1.0,0
DB06039,PA-1050040,investigational,-1.0,1
DB06040,Filanesib,investigational,420.48,1
DB06042,ZEN-012,investigational,-1.0,6
DB06043,Olaratumab,approved;investigational,-1.0,1
DB06045,Trofinetide,investigational,315.326,0
DB06049,IPH 2101,investigational,-1.0,0
DB06050,TB-402,investigational,-1.0,1
DB06058,XTL-6865,investigational,-1.0,1
DB06061,AZD-8330,investigational,461.232,1
DB06063,CAM-2029,investigational,-1.0,0
DB06064,KAI-1455,investigational,-1.0,1
DB06069,XMT-1001,investigational,-1.0,1
DB06070,SNX-5422,investigational,521.541,2
DB06071,DTS-201,investigational,-1.0,0
DB06073,CTS-21166,investigational,-1.0,1
DB06075,Linsitinib,investigational,421.504,1
DB06077,Lumateperone,investigational,393.506,2
DB06080,ABT-869,investigational,-1.0,6
DB06081,Caplacizumab,approved;investigational,-1.0,1
DB06082,PX-478,investigational,394.11,1
DB06083,Tapinarof,investigational,254.329,4
DB06087,Friulimicin B,investigational,1303.48,0
DB06089,ICA-105665,investigational,-1.0,5
DB06090,Bradanicline,investigational,361.445,1
DB06091,Evofosfamide,investigational,449.04,0
DB06093,ABT-560,investigational,-1.0,0
DB06094,Apatorsen,investigational,7156.97,1
DB06096,NXN-188,investigational,-1.0,3
DB06097,GSK-923295,investigational,-1.0,1
DB06098,PRLX 93936,investigational,-1.0,2
DB06101,IMC-1C11,investigational,-1.0,3
DB06103,VX-148,investigational,-1.0,2
DB06106,AIT-034,investigational,332.364,0
DB06109,YKP-1358,investigational,-1.0,2
DB06111,AB192,experimental,-1.0,0
DB06112,"3,4-Methylenedioxy-N-isopropylamphetamine",investigational,221.3,0
DB06116,Eldelumab,investigational,-1.0,1
DB06117,"1alpha,24S-Dihydroxyvitamin D2",investigational,428.657,0
DB06119,Cenobamate,investigational,267.67,0
DB06124,L-aminocarnityl-succinyl-leucyl-argininal-diethylacetal,investigational,587.763,1
DB06127,Bisegliptin,investigational,351.422,1
DB06129,SVV-001,investigational,-1.0,0
DB06130,FAV-201,investigational,-1.0,0
DB06133,Dimethylcurcumin,investigational,396.439,1
DB06134,SNS-314,investigational,430.934,2
DB06137,KX-01,investigational,431.536,1
DB06138,IRL-1620,investigational,-1.0,1
DB06140,SUVN-502,investigational,478.41,1
DB06144,Sertindole,approved;investigational;withdrawn,440.941,8
DB06145,Spiramycin,approved,843.065,1
DB06147,Sulfathiazole,approved;vet_approved,255.317,1
DB06148,Mianserin,approved;investigational,264.3648,20
DB06149,Teicoplanin,approved;investigational,-1.0,1
DB06150,Sulfadimethoxine,approved;vet_approved,310.329,0
DB06151,Acetylcysteine,approved;investigational,163.195,11
DB06152,Nylidrin,approved,299.414,2
DB06153,Pizotifen,approved,295.44,16
DB06154,Pentaerythritol tetranitrate,approved,316.1366,3
DB06155,Rimonabant,approved;investigational,463.787,2
DB06156,Tesofensine,investigational,328.28,3
DB06157,Istaroxime,investigational,360.498,2
DB06159,Rubitecan,investigational,393.355,1
DB06160,Garenoxacin,investigational,426.42,0
DB06161,Opebacan,investigational,-1.0,0
DB06162,Lumiliximab,investigational,-1.0,1
DB06163,Plevitrexed,investigational,532.536,0
DB06166,Fosdevirine,investigational,413.8,0
DB06168,Canakinumab,approved;investigational,-1.0,1
DB06169,Indibulin,investigational,389.84,0
DB06171,Paclitaxel trevatide,investigational,-1.0,0
DB06174,Noscapine,approved;investigational,413.4205,1
DB06176,Romidepsin,approved;investigational,540.69,5
DB06177,Glufosfamide,investigational,383.16,0
DB06178,Talotrexin,investigational,573.56,0
DB06179,Darinaparsin,investigational,411.3,0
DB06180,TG1024,investigational,-1.0,0
DB06181,IMO-2055,investigational,-1.0,0
DB06182,Talabostat,investigational,214.07,0
DB06184,AEG35156,investigational,-1.0,1
DB06185,Forodesine,investigational,266.2533,1
DB06186,Ipilimumab,approved,-1.0,1
DB06187,Valtorcitabine,investigational,326.353,0
DB06188,Ispinesib,investigational,517.07,0
DB06190,Solabegron,investigational,410.9,1
DB06191,Zosuquidar,investigational,527.616,1
DB06192,Nimotuzumab,investigational,-1.0,0
DB06193,Pixantrone,approved;investigational,325.372,0
DB06194,Elocalcitol,investigational,442.6489,1
DB06195,Seliciclib,investigational,354.4493,7
DB06196,Icatibant,approved;investigational,1304.522,2
DB06197,Bimosiamose,investigational,862.922,0
DB06198,Alovudine,investigational,244.222,0
DB06199,Atrasentan,investigational,510.6218,1
DB06200,Tedisamil,investigational,288.4708,0
DB06201,Rufinamide,approved,238.1935,2
DB06202,Lasofoxifene,approved;investigational,413.5512,3
DB06203,Alogliptin,approved,339.3916,1
DB06204,Tapentadol,approved,221.3385,6
DB06205,Vorhyaluronidase alfa,approved;investigational,-1.0,2
DB06206,Sugammadex,approved,2002.12,0
DB06207,Silodosin,approved,495.5345,3
DB06209,Prasugrel,approved,373.441,1
DB06210,Eltrombopag,approved,442.4666,1
DB06211,Doripenem,approved;investigational,420.504,5
DB06212,Tolvaptan,approved,448.941,2
DB06213,Regadenoson,approved;investigational,390.354,1
DB06215,Ferumoxytol,approved;investigational,231.531,0
DB06216,Asenapine,approved,401.84,20
DB06217,Vernakalant,approved;investigational,349.471,4
DB06218,Lacosamide,approved,250.2936,3
DB06219,Dalbavancin,approved;investigational,-1.0,1
DB06224,Alicaforsen,investigational,-1.0,0
DB06225,HMR4011,investigational,-1.0,0
DB06226,Nelipepimut-S,investigational,-1.0,2
DB06228,Rivaroxaban,approved,435.881,1
DB06229,Ocaperidone,investigational,420.488,11
DB06230,Nalmefene,approved;investigational;withdrawn,339.435,3
DB06231,Caldaret,investigational,256.32,1
DB06233,Ridaforolimus,investigational,990.222,1
DB06234,Maribavir,investigational,376.23,2
DB06235,Vadimezan,investigational,282.2907,0
DB06236,Elvucitabine,investigational,227.195,0
DB06237,Avanafil,approved,483.951,1
DB06239,Tipapkinogene sovacivec,investigational,-1.0,0
DB06240,Tariquidar,investigational,646.744,1
DB06241,Clenoliximab,investigational,-1.0,1
DB06243,Eflornithine,approved;withdrawn,182.171,1
DB06244,Trafermin,investigational,-1.0,0
DB06245,Lanoteplase,investigational,-1.0,17
DB06246,Exisulind,investigational,372.41,7
DB06247,CX516,investigational,241.2884,1
DB06248,Amelubant,investigational,538.644,2
DB06249,Arzoxifene,approved;investigational,475.6,2
DB06250,Fluasterone,investigational,290.422,0
DB06251,Dersalazine,investigational,600.679,0
DB06253,Thioctic acid tromethamine,investigational,327.45,0
DB06255,Incadronic acid,experimental,287.189,0
DB06256,rPSGL-Ig,investigational,-1.0,0
DB06257,HE-2200,investigational,306.446,0
DB06258,Bimoclomol,investigational,297.781,1
DB06260,Aviptadil,experimental,3255.75,0
DB06261,Hexaminolevulinate,approved,215.293,0
DB06262,Droxidopa,approved;investigational,213.189,10
DB06263,Amrubicin,investigational,483.473,2
DB06264,Tolperisone,investigational,245.366,0
DB06266,Lonidamine,investigational,321.158,2
DB06267,Udenafil,approved;investigational,516.656,1
DB06268,Sitaxentan,approved;investigational;withdrawn,454.905,2
DB06270,MAHDL01,investigational,-1.0,0
DB06271,Sulodexide,approved;investigational,-1.0,2
DB06272,Maxacalcitol,investigational,418.6093,0
DB06273,Tocilizumab,approved,-1.0,1
DB06274,Alvimopan,approved;investigational,424.5326,3
DB06276,Tanomastat,investigational,410.91,0
DB06280,Senicapoc,investigational,323.343,0
DB06281,Torcetrapib,investigational,600.4733,1
DB06282,Levocetirizine,approved,388.89,1
DB06283,Ziconotide,approved,-1.0,0
DB06285,Teriparatide,approved;investigational,-1.0,1
DB06287,Temsirolimus,approved,1030.2871,1
DB06288,Amisulpride,approved;investigational,369.479,4
DB06290,Simeprevir,approved,749.939,1
DB06292,Dapagliflozin,approved,408.873,1
DB06293,Pegnivacogin,investigational,529.524,0
DB06294,Semuloparin,investigational,-1.0,0
DB06295,Pramiconazole,investigational,659.739,0
DB06297,LX-2931,investigational,245.235,0
DB06299,Hydronidone,investigational,201.225,0
DB06302,Glesatinib,investigational,619.71,0
DB06303,Otilimab,investigational,-1.0,0
DB06304,BIIB015,investigational,-1.0,0
DB06305,Sonepcizumab,investigational,-1.0,0
DB06306,Onalespib,investigational,409.53,0
DB06307,Apoptone,investigational,316.485,1
DB06309,Refametinib,investigational,572.337,0
DB06310,Motavizumab,investigational,-1.0,0
DB06311,Darapladib,investigational,666.78,1
DB06313,BNC105,investigational,452.352,0
DB06314,SGX-523,investigational,359.408,1
DB06317,Elotuzumab,approved,-1.0,1
DB06318,AVE9633,investigational,-1.0,1
DB06321,R-348,investigational,483.52,1
DB06322,Carotuximab,investigational,-1.0,1
DB06323,AZX-100,investigational,-1.0,0
DB06324,XmAb 2513,investigational,-1.0,1
DB06325,Pegpleranib,investigational,-1.0,1
DB06326,Latiglutenase,investigational,-1.0,0
DB06328,Methoxyamine,investigational,47.057,1
DB06331,4-O-Demethylpenclomedine,investigational,311.36,1
DB06333,Trodusquemine,investigational,685.07,3
DB06334,Tucidinostat,investigational,390.418,0
DB06335,Saxagliptin,approved,315.41,1
DB06336,Elsiglutide,investigational,-1.0,0
DB06342,Coltuximab ravtansine,investigational,-1.0,1
DB06343,Teprotumumab,investigational,-1.0,1
DB06345,AR-9281,investigational,319.449,1
DB06346,Fiboflapon,investigational,637.84,1
DB06347,Cenisertib,investigational,451.55,1
DB06350,Elinogrel,investigational,523.94,1
DB06354,Tezampanel,investigational,279.344,2
DB06355,ACY001,investigational,-1.0,0
DB06356,TRC093,investigational,-1.0,1
DB06358,Iclaprim,investigational,354.41,1
DB06360,Lucatumumab,investigational,-1.0,1
DB06361,rsPSMA Vaccine,approved;investigational,-1.0,0
DB06362,Becatecarin,investigational,669.56,2
DB06364,XR5944,investigational,586.7,0
DB06365,Sapacitabine,investigational,490.645,0
DB06366,Pertuzumab,approved,-1.0,1
DB06367,Relacatib,investigational,540.64,1
DB06368,Alamifovir,investigational,575.42,0
DB06370,Indisulam,investigational,385.846,0
DB06371,Siplizumab,investigational,-1.0,1
DB06372,Rilonacept,approved;investigational,-1.0,3
DB06374,Elacestrant,investigational,458.646,1
DB06376,CHGN111,investigational,-1.0,1
DB06379,Calcitonin gene-related peptide,investigational,-1.0,0
DB06393,Xaliproden,investigational,381.442,1
DB06394,Riferminogene pecaplasmid,investigational,-1.0,0
DB06395,Abafungin,investigational,378.49,0
DB06397,Nicaraven,investigational,284.319,0
DB06399,Atacicept,investigational,-1.0,0
DB06400,Vitespen,investigational,-1.0,0
DB06401,Bazedoxifene,approved;investigational,470.613,2
DB06402,Telavancin,approved,1755.65,0
DB06403,Ambrisentan,approved;investigational,378.428,2
DB06404,Human C1-esterase inhibitor,approved,-1.0,7
DB06405,Eprodisate,investigational,204.21,0
DB06406,Idraparinux,investigational,-1.0,1
DB06408,Taribavirin,investigational,243.223,6
DB06409,Morphine glucuronide,investigational,461.4618,3
DB06410,Doxercalciferol,approved,412.6478,1
DB06412,Oxymetholone,approved;illicit,332.484,2
DB06413,Armodafinil,approved;investigational,273.35,1
DB06414,Etravirine,approved,435.277,2
DB06415,Calfactant,approved,-1.0,0
DB06419,Cethromycin,investigational,765.945,1
DB06420,Annamycin,investigational,640.379,2
DB06421,Declopramide,investigational,269.77,3
DB06422,Ticalopride,investigational,313.78,2
DB06423,Endostatin,investigational,-1.0,5
DB06429,Talnetant,investigational,382.4544,1
DB06431,Evernimicin,investigational,-1.0,0
DB06433,Tezacitabine,investigational,257.2184,1
DB06434,Repifermin,investigational,-1.0,0
DB06435,Tarazepide,investigational,448.526,0
DB06436,Semaxanib,investigational,238.2845,1
DB06437,Tifacogin,investigational,-1.0,0
DB06439,Tyloxapol,approved;investigational,-1.0,1
DB06440,Ravuconazole,investigational,437.47,0
DB06441,Cangrelor,approved,776.35,1
DB06442,Avasimibe,investigational,501.73,1
DB06444,Dexanabinol,investigational,386.576,1
DB06445,Diethylnorspermine,investigational,244.427,0
DB06446,Dotarizine,investigational,442.5925,4
DB06447,E5531,investigational,1455.831,1
DB06448,Lonafarnib,investigational,638.822,2
DB06449,Ilodecakin,investigational,-1.0,0
DB06451,Aprinocarsen,investigational,6435.16,1
DB06453,Mirostipen,investigational,-1.0,0
DB06454,Sarizotan,investigational,348.421,3
DB06455,Meclinertant,investigational,587.07,0
DB06457,Tecastemizole,investigational,324.403,1
DB06458,Remacemide,investigational,268.36,0
DB06460,Enrasentan,investigational,506.551,2
DB06461,Squalamine,investigational,627.97,0
DB06462,Mitumomab,investigational,-1.0,0
DB06463,IR502,investigational,-1.0,0
DB06464,IR501,investigational,-1.0,0
DB06465,FK-960,investigational,265.288,0
DB06467,Apolizumab,investigational,-1.0,0
DB06468,Cariporide,investigational,283.35,1
DB06469,Lestaurtinib,investigational,439.471,1
DB06470,Clomethiazole,investigational,161.65,1
DB06471,Naxifylline,investigational,343.427,1
DB06472,Fradafiban,investigational,367.405,2
DB06474,Sibrotuzumab,investigational,-1.0,1
DB06475,Ruplizumab,investigational,-1.0,1
DB06477,Sumanirole,investigational,203.245,3
DB06478,Porfiromycin,investigational,348.359,0
DB06479,Propentofylline,investigational,306.3602,1
DB06480,Prucalopride,approved,367.87,1
DB06481,Manitimus,investigational,308.26,1
DB06482,ALGRX 1207,investigational,-1.0,0
DB06485,Ropidoxuridine,investigational,338.101,0
DB06486,Enzastaurin,investigational,515.617,8
DB06489,Liatermin,investigational,-1.0,0
DB06492,Mirococept,investigational,-1.0,1
DB06493,Velafermin,investigational,-1.0,0
DB06494,Sufugolix,investigational,667.73,1
DB06495,Onercept,investigational,-1.0,1
DB06496,Dextrin 2-sulfate,investigational,-1.0,0
DB06497,Aplaviroc,investigational,577.722,1
DB06498,L523S,investigational,-1.0,0
DB06499,Furaprofen,investigational,266.296,0
DB06503,MLN2222,investigational,-1.0,1
DB06504,S-8510,investigational,242.238,0
DB06506,Repinotan,investigational,400.49,1
DB06508,GW-559090,investigational,596.681,0
DB06510,Muraglitazar,investigational,516.55,2
DB06511,AMGN-0007,investigational,-1.0,1
DB06512,Deramciclane,investigational,301.474,2
DB06515,Resiniferatoxin,investigational,628.718,1
DB06518,R-1487,investigational,388.368,1
DB06519,Edaglitazone,investigational,464.55,0
DB06521,Ertiprotafib,investigational,559.52,4
DB06523,Levovirin,investigational,244.207,0
DB06525,Ganstigmine,investigational,381.476,1
DB06527,Tramiprosate,investigational,139.173,0
DB06529,Ocinaplon,investigational,301.309,0
DB06530,Resiquimod,investigational,314.3822,2
DB06532,Pafuramidine,investigational,364.405,0
DB06533,Ragaglitazar,investigational,419.477,2
DB06534,Thrombopoietin,investigational,-1.0,1
DB06535,Etilevodopa,investigational,225.244,0
DB06536,Tesaglitazar,investigational,408.465,2
DB06538,Robalzotan,investigational,318.392,1
DB06543,Astaxanthin,investigational,596.852,1
DB06545,Gavilimomab,investigational,-1.0,0
DB06548,Minodronic acid,investigational,322.1483,2
DB06549,Labradimil,investigational,1098.29,1
DB06550,Bivatuzumab,investigational,-1.0,1
DB06552,rNAPc2,investigational,-1.0,3
DB06554,Gaboxadol,investigational,140.1399,0
DB06555,Siramesine,investigational,454.589,0
DB06556,Edifoligide,investigational,-1.0,0
DB06557,Lerdelimumab,investigational,-1.0,0
DB06558,Tezosentan,investigational,605.625,2
DB06559,Lanimostim,investigational,-1.0,0
DB06560,Pascolizumab,investigational,-1.0,1
DB06562,Emfilermin,investigational,-1.0,0
DB06568,alpha-Hydroxy glycineamide,investigational,-1.0,0
DB06569,P-57AS3,investigational,879.094,0
DB06573,Rebimastat,investigational,499.67,0
DB06575,Valomaciclovir,investigational,352.395,0
DB06576,Baminercept,investigational,-1.0,0
DB06578,Tonabersat,investigational,391.82,0
DB06579,Adipiplon,investigational,351.389,1
DB06580,Celgosivir,investigational,259.302,0
DB06581,Bevirimat,investigational,584.8262,1
DB06582,Dextofisopam,investigational,382.46,0
DB06584,TG4010,investigational,-1.0,2
DB06585,Fipamezole,investigational,230.286,0
DB06586,Cetilistat,investigational,401.5821,1
DB06587,Mitemcinal,investigational,755.987,1
DB06588,Triphendiol,investigational,348.398,0
DB06589,Pazopanib,approved,437.518,10
DB06590,Ceftaroline fosamil,approved;investigational,684.67,0
DB06592,Pegargiminase,investigational,-1.0,0
DB06594,Agomelatine,approved;investigational,243.301,3
DB06595,Midostaurin,approved;investigational,570.649,6
DB06597,Estradiol sulfamate,investigational,351.46,0
DB06598,Brostallicin,investigational,723.593,0
DB06599,Lexatumumab,investigational,-1.0,1
DB06600,Nemonoxacin,investigational,371.437,0
DB06602,Reslizumab,approved;investigational,-1.0,1
DB06603,Panobinostat,approved;investigational,349.434,1
DB06604,Ilepatril,investigational,432.533,0
DB06605,Apixaban,approved,459.4971,1
DB06606,Teplizumab,investigational,-1.0,0
DB06607,Catumaxomab,approved;investigational;withdrawn,-1.0,6
DB06608,Tafenoquine,approved;investigational,463.501,0
DB06609,Odiparcil,investigational,324.35,0
DB06610,Omiganan,investigational,1779.183,0
DB06611,Pegsunercept,investigational,-1.0,0
DB06612,Mepolizumab,approved;investigational,-1.0,1
DB06614,Peramivir,approved;investigational,328.4072,3
DB06616,Bosutinib,approved,530.446,10
DB06618,Cutamesine,investigational,368.521,0
DB06619,Amdoxovir,investigational,252.234,0
DB06620,Aplindore,investigational,310.353,0
DB06622,7-beta-Hydroxyepiandrosterone,investigational,306.446,0
DB06623,Flupirtine,investigational,304.3195,1
DB06624,Taranabant,investigational,515.96,0
DB06625,Vipadenant,investigational,321.344,0
DB06626,Axitinib,approved;investigational,386.47,3
DB06629,Zibotentan,investigational,424.44,0
DB06630,Anacetrapib,investigational,637.518,0
DB06633,N-chlorotaurine,investigational,159.58,0
DB06634,Casopitant,investigational,616.625,2
DB06635,Otamixaban,investigational,446.4983,1
DB06636,Isavuconazonium,approved;investigational,717.77,0
DB06637,Dalfampridine,approved,94.1145,16
DB06638,Quarfloxin,investigational,604.686,0
DB06640,Fispemifene,investigational,422.95,0
DB06641,Perifosine,investigational,461.668,3
DB06642,Bevasiranib,investigational,-1.0,1
DB06643,Denosumab,approved,-1.0,1
DB06645,Anamorelin,investigational,546.716,0
DB06647,Volociximab,investigational,-1.0,0
DB06649,Priralfinamide,investigational,302.349,0
DB06650,Ofatumumab,approved,-1.0,1
DB06651,DiaPep 277,investigational,2390.768,0
DB06652,Vicriviroc,investigational,533.6288,1
DB06654,Safinamide,approved;investigational,302.349,1
DB06655,Liraglutide,approved,-1.0,1
DB06656,TAS-106,investigational,267.241,0
DB06657,Valrocemide,investigational,200.282,0
DB06659,Rostaporfin,investigational,728.93,0
DB06660,Saredutant,investigational,552.54,1
DB06662,Abetimus,investigational,-1.0,0
DB06663,Pasireotide,approved,1047.2062,4
DB06666,Lixivaptan,investigational,473.93,0
DB06669,Arverapamil,investigational,440.584,0
DB06670,Odanacatib,investigational,525.56,1
DB06673,Almorexant,investigational,512.573,0
DB06674,Golimumab,approved,-1.0,1
DB06677,Clazosentan,investigational,577.58,1
DB06678,Esmirtazapine,investigational,265.36,3
DB06679,Amediplase,investigational,-1.0,0
DB06680,Asoprisnil,investigational,449.5818,1
DB06681,Belatacept,approved;investigational,-1.0,2
DB06682,Naproxcinod,investigational,347.367,0
DB06683,Clevudine,investigational,260.221,0
DB06684,Vilazodone,approved,441.5249,2
DB06685,Laquinimod,investigational,356.81,0
DB06688,Sipuleucel-T,approved;investigational,-1.0,1
DB06689,Ethanolamine oleate,approved,343.5444,2
DB06690,Nitrous oxide,approved;vet_approved,44.0128,0
DB06691,Mepyramine,approved;vet_approved,285.384,1
DB06692,Aprotinin,approved;investigational;withdrawn,-1.0,4
DB06693,Mevastatin,experimental,390.52,1
DB06694,Xylometazoline,approved;investigational,244.3752,6
DB06695,Dabigatran etexilate,approved,627.7332,1
DB06696,Arbekacin,experimental;investigational,552.619,1
DB06697,Artemether,approved,298.3746,0
DB06698,Betahistine,approved;investigational,136.1943,2
DB06699,Degarelix,approved,1632.29,1
DB06700,Desvenlafaxine,approved;investigational,263.3752,3
DB06701,Dexmethylphenidate,approved;investigational,233.3062,3
DB06702,Fesoterodine,approved,411.5769,5
DB06703,Gadobutrol,approved,604.72,0
DB06704,Iobenguane,approved;investigational,275.0896,0
DB06705,Gadofosveset trisodium,approved,957.87,0
DB06706,Isometheptene,approved,141.2539,2
DB06707,Levonordefrin,approved,183.2044,1
DB06708,Lumefantrine,approved,528.94,0
DB06709,Methacholine,approved;investigational,160.234,1
DB06710,Methyltestosterone,approved,302.451,2
DB06711,Naphazoline,approved;investigational,210.2744,2
DB06712,Nilvadipine,approved;investigational,385.3707,6
DB06713,Norelgestromin,approved;investigational,327.468,3
DB06714,Propylhexedrine,approved,155.2804,2
DB06715,Potassium Iodide,approved,166.0028,1
DB06716,Fospropofol,approved;illicit;investigational,288.2766,2
DB06717,Fosaprepitant,approved,614.4066,0
DB06718,Stanozolol,approved;vet_approved,328.4916,2
DB06719,Buserelin,approved;investigational,-1.0,2
DB06720,Velaglucerase alfa,approved;investigational,-1.0,1
DB06721,Gimatecan,investigational,447.491,0
DB06723,Aluminum hydroxide,approved;investigational,78.0036,0
DB06724,Calcium Carbonate,approved;investigational,100.087,0
DB06725,Lornoxicam,approved;investigational,371.81,2
DB06726,Bufuralol,experimental,261.3593,1
DB06727,Sparteine,experimental,234.387,0
DB06728,Aniline,experimental,93.1265,2
DB06729,Sulfaphenazole,approved,314.362,1
DB06730,Gestodene,investigational,310.4299,1
DB06731,Seproxetine,investigational,295.305,0
DB06732,beta-Naphthoflavone,experimental,272.2974,5
DB06733,Bafilomycin A1,experimental,622.84,1
DB06734,Bafilomycin B1,experimental,815.998,1
DB06735,Enclomiphene,investigational,405.97,0
DB06736,Aceclofenac,approved;investigational,354.18,2
DB06737,Zaltoprofen,experimental,298.36,0
DB06738,Ketobemidone,investigational,247.3327,4
DB06739,Seratrodast,experimental,354.446,1
DB06740,BW-A 58C,experimental,312.409,0
DB06741,Gavestinel,investigational,375.21,1
DB06742,Ambroxol,approved;investigational,378.108,0
DB06743,Ginkgolide A,nutraceutical,408.3992,0
DB06744,ginkgolide-B,nutraceutical,424.3986,0
DB06745,ginkgolide-C,nutraceutical,440.398,0
DB06746,ginkgolide-J,nutraceutical,424.3986,0
DB06747,ginkgolide-M,nutraceutical,424.3986,0
DB06748,Ginsenoside C,nutraceutical,1079.281,0
DB06749,Ginsenoside Rb1,nutraceutical,1109.307,1
DB06750,Ginsenoside Rg1,nutraceutical,801.024,1
DB06751,Drotaverine,approved;investigational,397.5072,2
DB06752,Chymopapain,approved;withdrawn,-1.0,1
DB06753,Triclofos,approved;withdrawn,229.37,0
DB06754,Danaparoid,approved;withdrawn,-1.0,1
DB06755,Beta carotene,approved;nutraceutical,536.888,1
DB06756,Glycine betaine,approved;nutraceutical,117.1463,1
DB06757,Manganese,approved;nutraceutical,54.938,5
DB06759,Fomivirsen,approved;investigational;withdrawn,-1.0,2
DB06760,Sacrosidase,approved,-1.0,0
DB06761,Beractant,approved,-1.0,0
DB06762,Pinacidil,approved,245.33,0
DB06763,Saralasin,investigational,912.063,0
DB06764,Tetryzoline,approved,200.285,1
DB06766,Alcaftadine,approved,307.3895,1
DB06767,Ammonium chloride,approved;investigational;vet_approved,53.491,0
DB06768,Ammonium lactate,approved,107.1085,0
DB06769,Bendamustine,approved;investigational,358.263,0
DB06770,Benzyl alcohol,approved,108.1378,0
DB06771,Besifloxacin,approved,393.84,4
DB06772,Cabazitaxel,approved,835.9324,2
DB06773,Human calcitonin,approved;investigational,-1.0,1
DB06774,Capsaicin,approved,305.4119,2
DB06775,Carglumic acid,approved,190.154,1
DB06776,Sodium cellulose phosphate,approved,-1.0,1
DB06777,Chenodeoxycholic acid,approved,392.572,4
DB06778,Cupric sulfate,approved,159.609,0
DB06779,Dalteparin,approved,-1.0,4
DB06780,Desoxycorticosterone acetate,approved,372.505,1
DB06781,Difluprednate,approved,508.5515,1
DB06782,Dimercaprol,approved,124.225,4
DB06783,Prussian blue,approved,859.239,0
DB06784,Gallium citrate Ga 67,approved,256.0279,0
DB06785,Ganirelix,approved,1570.35,1
DB06786,Halcinonide,approved;investigational;withdrawn,454.96,1
DB06787,Hexocyclium,approved,317.496,4
DB06788,Histrelin,approved,1443.632,1
DB06789,Hydroxyprogesterone caproate,approved;investigational,428.6041,1
DB06791,Lanreotide,approved,1096.33,2
DB06792,Lanthanum carbonate,approved,457.835,1
DB06793,Levopropoxyphene,withdrawn,339.479,0
DB06794,Lodoxamide,approved,311.63,0
DB06795,Mafenide,approved;vet_approved,186.232,1
DB06796,Mangafodipir,approved;investigational;withdrawn,691.382,0
DB06797,Mebutamate,approved,232.2768,0
DB06799,Methenamine,approved;vet_approved,140.1863,0
DB06800,Methylnaltrexone,approved,356.441,2
DB06801,Monoctanoin,experimental,218.293,0
DB06802,Nepafenac,approved;investigational,254.2839,2
DB06803,Niclosamide,approved;investigational;vet_approved,327.12,1
DB06804,Nonoxynol-9,approved;withdrawn,616.8235,0
DB06807,Phenyl aminosalicylate,approved,229.235,0
DB06809,Plerixafor,approved,502.782,1
DB06810,Plicamycin,approved;investigational;withdrawn,1085.1454,1
DB06811,Polidocanol,approved,582.8073,0
DB06812,Povidone-iodine,approved,-1.0,0
DB06813,Pralatrexate,approved;investigational,477.4726,2
DB06814,Protokylol,approved;vet_approved,331.368,1
DB06815,Pyrithione,approved,127.16,0
DB06816,Pyrvinium,approved,382.53,0
DB06817,Raltegravir,approved,444.4163,1
DB06819,Phenylbutyric acid,approved;investigational,164.2011,2
DB06820,Sulconazole,approved,397.74,0
DB06821,Sulfameter,approved,280.3,1
DB06822,Tinzaparin,approved,-1.0,3
DB06823,Tiopronin,approved;investigational,163.19,0
DB06824,Triethylenetetramine,approved;investigational,146.2339,0
DB06825,Triptorelin,approved;vet_approved,1311.473,1
DB06826,Unoprostone,approved;investigational,382.541,0
DB06827,Viomycin,approved,685.69,1
DB06828,5-[2-(1H-pyrrol-1-yl)ethoxy]-1H-indole,experimental,226.2738,1
DB06829,4-BROMO-3-(CARBOXYMETHOXY)-5-[3-(CYCLOHEXYLAMINO)PHENYL]THIOPHENE-2-CARBOXYLIC ACID,experimental,454.335,1
DB06830,"(1-HYDROXYHEPTANE-1,1-DIYL)BIS(PHOSPHONIC ACID)",experimental,276.1611,1
DB06831,2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE,experimental,450.901,2
DB06832,"2-(3-FLUORO-4-HYDROXYPHENYL)-7-VINYL-1,3-BENZOXAZOL-5-OL",experimental,271.2432,2
DB06833,1-CYCLOHEXYL-N-{[1-(4-METHYLPHENYL)-1H-INDOL-3-YL]METHYL}METHANAMINE,experimental,332.4818,1
DB06834,"N-(2-hydroxy-1,1-dimethylethyl)-1-methyl-3-(1H-pyrrolo[2,3-b]pyridin-2-yl)-1H-indole-5-carboxamide",experimental,362.425,1
